firm_id,firm_name,razon_social,firm_type,registry_rubros,products_text,classification,code,code_label,in_opex,opex_line,opex_line_name,attribution_type,confidence,evidence,source_url
3496,MOVA EQUIPAMIENTO RURAL,FREGUGLIA CARPAS S.A,goods,Metales y sus manufacturas; Textiles,BOX PARA CABALLOS MÓVILES Y PLEGABLES; EQUIPAMIENTO RURAL A PEDIDO; CORRAL MÓVIL,HS4,0203,,no (confidential),19899,Productos primarios (confidencial),confidential,high,keyword 'porcino' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=3496
5233,MOVILIARIE,MOVILIARIE S.A.S.,service,"Arquitectura, Diseño e Ingeniería","SERVICIOS DE ARQUITECTURA, INGENIERÍA CIVIL Y ELECTROMECÁNICA - ESPECIALISTA EN DATA CENTER; SERVICIO DE RENDER",EBOPS,SJ.234,Architectural and engineering,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Architectural and engineering),https://www.exportadoresdecordoba.com/single.php?search=5233
3639,MOVISTEL,R F MEGASERVICE S R L,service,Software y Tecnología; Telecomunicaciones,SOFTWARE FACTORY; SERVICIOS DE TELECOMUNICACIONES,HS4,8708,,yes,313BC,Partes y piezas de vehículos y tractores,named-aggregate,high,keyword 'transmisión' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=3639
3639,MOVISTEL,R F MEGASERVICE S R L,service,Software y Tecnología; Telecomunicaciones,SOFTWARE FACTORY; SERVICIOS DE TELECOMUNICACIONES,EBOPS,SI.1,Telecommunications,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Telecommunications),https://www.exportadoresdecordoba.com/single.php?search=3639
4289,MRN INDUSTRIES,TALLER AGROMETALURGICO PORTEÑA S.R.L.,mixed,Herramientas; Reparación y Mantenimiento,"REPARACIÓN, MANTENIMIENTO Y FABRICACIÓN DE MÁQUINAS Y/O PARTES AGRÍCOLAS; ENCOGEDOR Y ESTIRADOR PARA CHAPA",EBOPS,SB,Maintenance and repair,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Maintenance and repair),https://www.exportadoresdecordoba.com/single.php?search=4289
2452,MSF TECH,MSF TECH S.A.,mixed,"Arquitectura, Diseño e Ingeniería; Diseño Industrial; I+D, Consultores; Máquinas y Aparatos","SERVICIOS DE INGENIERÍA, DISEÑO, CÁLCULOS Y VERIFICACIONES TECNOLÓGICAS; MATRICERÍA ESPECIALIZADA; DISEÑO DE PIEZAS Y PRODUCTOS; ASESORAMIENTO TÉCNICO ESPECIALIZADO; SOPLADORA DE ENVASES PET",HS4,3901,,yes,303,Materias plásticas y sus manufacturas,broad-chapter,high,keyword 'PET' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=2452
2452,MSF TECH,MSF TECH S.A.,mixed,"Arquitectura, Diseño e Ingeniería; Diseño Industrial; I+D, Consultores; Máquinas y Aparatos","SERVICIOS DE INGENIERÍA, DISEÑO, CÁLCULOS Y VERIFICACIONES TECNOLÓGICAS; MATRICERÍA ESPECIALIZADA; DISEÑO DE PIEZAS Y PRODUCTOS; ASESORAMIENTO TÉCNICO ESPECIALIZADO; SOPLADORA DE ENVASES PET",EBOPS,SJ.234,"Architectural, engineering, technical (industrial design)",n/a (services),,,service,medium,"rubro-based mapping to EBOPS 2010 (Architectural, engineering, technical (industrial design))",https://www.exportadoresdecordoba.com/single.php?search=2452
5620,MUCCILLO SRL,MUCCILLO S.R.L.,goods,Maquinaria agrícola y partes; Transporte terrestre y Partes,TANQUE PARA COMBUSTIBLE; ACOPLADO TOLVA PARA SEMILLAS Y FERTILIZANTES; ACOPLADO TANQUE DE CHAPA; ACOPLADO VAQUERO; ACOPLADO TOLVA CONVENCIONAL; ACOPLADO BALANCÍN PLAYO; ACOPLADO JAULA BALANCÍN MULTIUSO,HS4,8716,,yes,313BB,Vehículos automóviles terrestres,broad-chapter,high,keyword 'ACOPLADO TOLVA' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=5620
4619,MUCHAS MANOS FILMS,CARRIZO MATIAS ALEJANDRO,service,Producciones Audiovisuales,PELÍCULAS CINEMATOGRÁFICAS,EBOPS,SK.13,Audiovisual and related,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Audiovisual and related),https://www.exportadoresdecordoba.com/single.php?search=4619
3200,MUEBLES DI FORTE,EMUCOR S A,goods,Muebles,SILLÓN; MUEBLE DE OFICINA; MUEBLE DE COCINA; MUEBLE PARA DORMITORIO,HS4,9403,,no (confidential),39899,Manufacturas de origen industrial (confidencial),confidential,high,keyword 'muebles' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=3200
4966,MUEBLES DONNET,SALVADOR S.R.L.,goods,Muebles,SILLAS Y SILLONES DE MADERA; SILLAS Y SILLONES CAÑO; MESAS DE CAÑO; MESAS DE MADERA,HS4,3917,,yes,303,Materias plásticas y sus manufacturas,broad-chapter,high,keyword 'CAÑO' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=4966
4966,MUEBLES DONNET,SALVADOR S.R.L.,goods,Muebles,SILLAS Y SILLONES DE MADERA; SILLAS Y SILLONES CAÑO; MESAS DE CAÑO; MESAS DE MADERA,HS4,9403,,no (confidential),39899,Manufacturas de origen industrial (confidencial),confidential,high,keyword 'muebles' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=4966
667,MUEBLES MUSSO,MUSSO MAURICIO JOSE DOMINGO,goods,Muebles,SILLAS; MUEBLES PARA OFICINA; MUEBLES PARA COCINA; MUEBLES PARA DORMITORIO; MUEBLES,HS4,9403,,no (confidential),39899,Manufacturas de origen industrial (confidencial),confidential,high,keyword 'muebles' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=667
3188,MUEBLES NIZA,ESPACIOYTENDENCIA SRL,goods,Muebles,"SILLA, SILLÓN Y SOFÁ; SILLA DE MADERA; VAJILLERO; JUEGO DE DORMITORIO; CÓMODA DE DORMITORIO; RESPALDO DE CAMA; MESA DE LUZ; MESA; MESA RATONA",HS4,9403,,no (confidential),39899,Manufacturas de origen industrial (confidencial),confidential,high,keyword 'muebles' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=3188
3201,MUEBLES TIEMPO - HENDERSON - VANDERBILDT,TUTINO FOLLEDO MARCELA INES,goods,Muebles,SILLÓN; MUEBLE DE OFICINA; MUEBLE DE COCINA; MUEBLE PARA DORMITORIO; MUEBLE STANDTARD DE MADERA,HS4,9403,,no (confidential),39899,Manufacturas de origen industrial (confidencial),confidential,high,keyword 'MUEBLE' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=3201
1796,MUNDOS E,TRANSFORMARME S.A.S.,service,Marketing y Publicidad Digital; Servicios Profesionales,"MARKETING DIGITAL; NEGOCIACIÓN ESTRATÉGICA; PROGRAMAS EDUCATIVOS PARA EMPRENDEDORES, EJECUTIVOS Y EMPRESAS; ORGANIZACIÓN DE EVENTOS EMPRESARIALES",EBOPS,SJ.23,Professional and management consulting,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Professional and management consulting),https://www.exportadoresdecordoba.com/single.php?search=1796
5656,MUSLI WOLKEN,MUSLI WOLKEN S.A.,goods,Alimentos Dietéticos,REBOZADOR DE ARROZ,HS4,1006,,no (confidential),19899,Productos primarios (confidencial),confidential,high,keyword 'arroz' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=5656
5569,MZO - MEZZANO INGENIERÍA,MEZZANO FRANCO ALEX,goods,Maquinaria agrícola y partes,EMBOLSADORA DE GRANOS,HS4,8437,,yes,312AL,Otras máquinas y aparatos mecánicos,broad-chapter,high,keyword 'EMBOLSADORA' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=5569
2253,NATIVO VIAJES,JAB S R L,service,Turismo y Viajes,TURISMO RECEPTIVO,EBOPS,SD,Travel,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Travel),https://www.exportadoresdecordoba.com/single.php?search=2253
721,NÁUTICO LOS MOLINOS,PEREZ GONZALO NICOLAS,service,Turismo y Viajes,"EVENTOS, ALOJAMIENTOS, JORNADAS DE CAPACITACIÓN, TURISMOS DE INCENTIVOS",EBOPS,SD,Travel,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Travel),https://www.exportadoresdecordoba.com/single.php?search=721
3196,NEOSCRAP,NEOSCRAP S.A.,mixed,Plásticos y Derivados; Servicios Ambientales,RECICLAJE; PELLET DE POLIETILENO Y PELLET DE POLIPROPILENO,HS4,3901,,yes,303,Materias plásticas y sus manufacturas,broad-chapter,high,keyword 'POLIETILENO' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=3196
3196,NEOSCRAP,NEOSCRAP S.A.,mixed,Plásticos y Derivados; Servicios Ambientales,RECICLAJE; PELLET DE POLIETILENO Y PELLET DE POLIPROPILENO,EBOPS,SJ.244,Environmental services,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Environmental services),https://www.exportadoresdecordoba.com/single.php?search=3196
1843,NETNICA,OSHIRO RAUL SEBASTIAN,service,"I+D, Consultores; Marketing y Publicidad Digital; Producciones Audiovisuales",PRODUCCIONES AUDIOVISUALES; CONSULTORÍA EN NEGOCIOS ELECTRÓNICOS; MARKETING MEDIA,EBOPS,SK.13,Audiovisual and related,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Audiovisual and related),https://www.exportadoresdecordoba.com/single.php?search=1843
4339,NEURALACTIONS,NEURALACTIONS ARGENTINA S.A.S.,service,Software y Tecnología,NEURALACTIONS: RED DE INFORMACIÓN COLABORATIVA DE IDEAS Y CONOCIMIENTOS,EBOPS,SI,"Telecommunications, computer, information",n/a (services),,,service,medium,"rubro-based mapping to EBOPS 2010 (Telecommunications, computer, information)",https://www.exportadoresdecordoba.com/single.php?search=4339
2465,NEURALSOFT,NEURALSOFT S R L,service,Software y Tecnología,"SOFTWARE DE GESTIÓN INTEGRAL; GESTIÓN INTELIGENTE DE TRANSPORTE, LOGÍSTICA, DEPÓSITO Y FLOTAS",EBOPS,SI,"Telecommunications, computer, information",n/a (services),,,service,medium,"rubro-based mapping to EBOPS 2010 (Telecommunications, computer, information)",https://www.exportadoresdecordoba.com/single.php?search=2465
3956,NICOLA NUTRICIÓN ANIMAL,NICOLA HERMANOS S A,mixed,Aceites; Alimentación animal; Depósito y Almacenamiento; Residuos Alimenticios,ACOPIO Y COMERCIALIZACIÓN; SOJA DESACTIVADA; ACEITE DE SOJA; EXPELLER DE SOJA; CONCENTRADO BOVINO; SUPLEMENTO PARA VACA LECHERA; ALIMENTO PARA DESTETE PRECOZ,HS4,1201,,yes,107A,Soja,clean,high,keyword 'soja' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=3956
3956,NICOLA NUTRICIÓN ANIMAL,NICOLA HERMANOS S A,mixed,Aceites; Alimentación animal; Depósito y Almacenamiento; Residuos Alimenticios,ACOPIO Y COMERCIALIZACIÓN; SOJA DESACTIVADA; ACEITE DE SOJA; EXPELLER DE SOJA; CONCENTRADO BOVINO; SUPLEMENTO PARA VACA LECHERA; ALIMENTO PARA DESTETE PRECOZ,HS4,1507,,yes,208AA,Aceite de soja,clean,high,keyword 'ACEITE DE SOJA' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=3956
3956,NICOLA NUTRICIÓN ANIMAL,NICOLA HERMANOS S A,mixed,Aceites; Alimentación animal; Depósito y Almacenamiento; Residuos Alimenticios,ACOPIO Y COMERCIALIZACIÓN; SOJA DESACTIVADA; ACEITE DE SOJA; EXPELLER DE SOJA; CONCENTRADO BOVINO; SUPLEMENTO PARA VACA LECHERA; ALIMENTO PARA DESTETE PRECOZ,HS4,2309,,yes,212Z,Resto residuos alimenticios y prep. para animales,resto,high,keyword 'alimento balanceado' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=3956
3956,NICOLA NUTRICIÓN ANIMAL,NICOLA HERMANOS S A,mixed,Aceites; Alimentación animal; Depósito y Almacenamiento; Residuos Alimenticios,ACOPIO Y COMERCIALIZACIÓN; SOJA DESACTIVADA; ACEITE DE SOJA; EXPELLER DE SOJA; CONCENTRADO BOVINO; SUPLEMENTO PARA VACA LECHERA; ALIMENTO PARA DESTETE PRECOZ,EBOPS,SC.4.3,Storage and warehousing,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Storage and warehousing),https://www.exportadoresdecordoba.com/single.php?search=3956
4844,NIPPY,NIPPYWORKING S.A.,service,"I+D, Consultores; Software y Tecnología",ASESORAMIENTO EN SERVICIOS IT; MEMBRESÍA IT,EBOPS,SJ.241,R&D services and consulting,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (R&D services and consulting),https://www.exportadoresdecordoba.com/single.php?search=4844
2853,NIVELCO SRL,NIVELCO S R L,service,Obras Civiles y Desarrollo Inmobiliario,CONSTRUCCIÓN DE NAVES INDUSTRIALES; CONSTRUCCIÓN DE EDIFICIOS RESIDENCIALES; CONSTRUCCIÓN DE EDIFICIOS DE OFICINAS,EBOPS,SE,Construction,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Construction),https://www.exportadoresdecordoba.com/single.php?search=2853
4331,NO ME GRITES PRODUCCIONES,NO ME GRITES PRODUCCIONES S.A.S.,service,"Servicios Recreativos, Culturales y Deportivos",BOOKING DE ARTISTAS,EBOPS,SK,"Personal, cultural, recreational",n/a (services),,,service,medium,"rubro-based mapping to EBOPS 2010 (Personal, cultural, recreational)",https://www.exportadoresdecordoba.com/single.php?search=4331
2224,NODUMAX,LABORATORIOS LOPEZ S.R.L.,mixed,"I+D, Consultores; Productos Químicos",ASESORAMIENTO SOBRE INNOVACIÓN Y DESARROLLO AGRÍCOLA Y GANADERO; INOCULANTES,EBOPS,SJ.241,R&D services and consulting,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (R&D services and consulting),https://www.exportadoresdecordoba.com/single.php?search=2224
5671,NOVA DOMUS DOMÓTICA,NDWD S.A.S.,service,"Arquitectura, Diseño e Ingeniería; Software y Tecnología; Telecomunicaciones",DISEÑO DE ARQUITECTURA TECNOLÓGICA E INGENIERÍA DE REDES CRÍTICAS; PROGRAMACIÓN Y CONFIGURACIÓN DE SISTEMAS DE CONTROL CENTRALIZADO; AUDITORÍA DE SISTEMAS Y GESTIÓN REMOTA DE INFRAESTRUCTURA DIGITAL,EBOPS,SI.1,Telecommunications,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Telecommunications),https://www.exportadoresdecordoba.com/single.php?search=5671
4687,NUBIS,ESCOBAR JUAN PABLO,service,"I+D, Consultores; Software y Tecnología",CONSULTORÍA EN LA PLATAFORMA SALESFORCE; TECNOLOGÍA CLOUD,EBOPS,SJ.241,R&D services and consulting,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (R&D services and consulting),https://www.exportadoresdecordoba.com/single.php?search=4687
4640,NUTRINAT,SAN CEFERINO S A,goods,Alimentos Dietéticos; Dulces y Confituras; Infusiones y Especias; Otros Productos Alimenticios,CARAMELOS DUROS SALUDABLES; PASTILLAS DE GELATINA; INFUSIONES NATURALES; SUPLEMENTOS DIETARIOS Y CARAMELOS SIN AZÚCAR,HS4,1701,,no (confidential),29899,Manufacturas de origen agropecuario (confidencial),confidential,high,keyword 'AZÚCAR' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=4640
2856,OCEÁNICA GRÁFICA,ALBRE S.A.,mixed,Marketing y Publicidad Digital; Papel / Cartón / Editoriales,"SERVICIO GRÁFICO, ETIQUETAS, AUTOADHESIVOS, PACKAGING Y CATÁLOGOS; FOLLETO",HS4,4823,,yes,306A,"Papel, cartón y sus manufacturas",broad-chapter,high,keyword 'papel' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=2856
2856,OCEÁNICA GRÁFICA,ALBRE S.A.,mixed,Marketing y Publicidad Digital; Papel / Cartón / Editoriales,"SERVICIO GRÁFICO, ETIQUETAS, AUTOADHESIVOS, PACKAGING Y CATÁLOGOS; FOLLETO",EBOPS,SJ.29,Other business services n.i.e.,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Other business services n.i.e.),https://www.exportadoresdecordoba.com/single.php?search=2856
5409,ODUMAX,HODULICH GERARDO MANUEL,goods,Alimentación animal,,HS4,0207,,no (confidential),19899,Productos primarios (confidencial),confidential,high,keyword 'aves' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=5409
3598,OFFICE MEDIA,KOIFMAN NICOLAS,service,Video juegos,SOFTWARE DE JUEGOS PERSONALIZADOS; DESARROLLO DE SOFTWARE,EBOPS,SI,"Telecommunications, computer, information",n/a (services),,,service,medium,"rubro-based mapping to EBOPS 2010 (Telecommunications, computer, information)",https://www.exportadoresdecordoba.com/single.php?search=3598
3559,OKINOI,VISOKOLSKIS ALEJANDRO JOSE,goods,Eléctrico y Electrónico; Motopartes; Otras manufacturas Industriales; Transporte terrestre y Partes,CASCOS PARA MOTOCICLETAS; ESPEJOS RETROVISORES PARA MOTOCICLETAS; ÓPTICAS Y FAROLES TRASEROS DE MOTOCICLETAS; CORONAS Y PIÑONES DE TRANSMISIÓN; MOTOCICLETAS Y SCOOTER; PARTES Y ACCESORIOS PARA MOTOCICLETAS; CABLES DE COMANDO; RAYOS Y NIPLES PARA MOTOCICLETAS,HS4,8708,,yes,313BC,Partes y piezas de vehículos y tractores,named-aggregate,high,keyword 'TRANSMISIÓN' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=3559
3886,OLEOHIDRAULICA MEDITERRANEA FRATELLO S.R.L.,OLEOHIDRAULICA MEDITERRANEA FRATELLO SRL,mixed,"Arquitectura, Diseño e Ingeniería; Transporte terrestre y Partes",INGENIERÍA HIDRÁULICA; SEMIRREMOLQUE PORTAVEHÍCULOS,EBOPS,SJ.234,Architectural and engineering,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Architectural and engineering),https://www.exportadoresdecordoba.com/single.php?search=3886
1349,OLIVER INFORMÁTICA,OLVITEC S.R.L.,service,TIC`s,DESARROLLO DE SOFTWARE ERP; DESARROLLOS WEB,EBOPS,SI,"Telecommunications, computer, information",n/a (services),,,service,medium,"rubro-based mapping to EBOPS 2010 (Telecommunications, computer, information)",https://www.exportadoresdecordoba.com/single.php?search=1349
4016,ONMARC SAS,ONMARC S.A.S,service,Marketing y Publicidad Digital,MARKETING DIGITAL,EBOPS,SJ.29,Other business services n.i.e.,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Other business services n.i.e.),https://www.exportadoresdecordoba.com/single.php?search=4016
4497,ONSEN INGENIERÍA,ONSEN GROUP S.A.S.,service,"I+D, Consultores",ASESORAMIENTO EN AUTOMATIZACIÓN INDUSTRIAL,EBOPS,SJ.241,R&D services and consulting,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (R&D services and consulting),https://www.exportadoresdecordoba.com/single.php?search=4497
5619,ORANGUTÁN,LOPEZ DAVICINO ERNESTO WERFIL,goods,Muebles,SILLA ORANGUTÁN,HS4,9403,,no (confidential),39899,Manufacturas de origen industrial (confidencial),confidential,high,keyword 'Silla' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=5619
5013,ORBELY,ORBELY S.A.S.,service,"I+D, Consultores","DIAGNOSTICO HD, PRESCRIPCIONES Y EJECUCIÓN PRECISA",EBOPS,SJ.241,R&D services and consulting,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (R&D services and consulting),https://www.exportadoresdecordoba.com/single.php?search=5013
5691,ORENCIA,TIA ORENCIA S.A.S.,goods,Carnes y derivados,CARNE BOVINA,HS4,0201,,yes,201AA,Carne bovina,clean,high,keyword 'CARNE BOVINA' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=5691
2958,OSCE INGENIERÍA,SARTORE CESAR CARLOS,service,Diseño Industrial; Obras Civiles y Desarrollo Inmobiliario; Reparación y Mantenimiento,CONSTRUCCIÓN Y MONTAJE; REPARACION EN GENERAL MECANIZADO EN SERIES PIEZAS PARA MONTAJES; DISEÑO DE PIEZA A MEDIDA,EBOPS,SJ.234,"Architectural, engineering, technical (industrial design)",n/a (services),,,service,medium,"rubro-based mapping to EBOPS 2010 (Architectural, engineering, technical (industrial design))",https://www.exportadoresdecordoba.com/single.php?search=2958
4552,OTRO PLAN FILMS,LE ROUX VANINA DANIELA,service,Producciones Audiovisuales,PRODUCCIONES AUDIOVISUALES,EBOPS,SK.13,Audiovisual and related,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Audiovisual and related),https://www.exportadoresdecordoba.com/single.php?search=4552
4797,OUTSIDE THE BOX,RECLUTAMIENTO IT S.A.S.,service,"I+D, Consultores; Software y Tecnología",CONSULTORÍA EN TRANSFORMACIÓN DIGITAL; DESARROLLO DE SOFTWARE,EBOPS,SJ.241,R&D services and consulting,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (R&D services and consulting),https://www.exportadoresdecordoba.com/single.php?search=4797
3743,OVERSOFT,OVERSOFT S.A.,service,"I+D, Consultores; Internacionalización de Educación; Software y Tecnología",SIAC; AUTODEALER; CAPACITACIÓN; DESARROLLO DE SOFTWARE; CONSULTORÍA E IMPLEMENTACIÓN,EBOPS,SJ.241,R&D services and consulting,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (R&D services and consulting),https://www.exportadoresdecordoba.com/single.php?search=3743
2226,OXFORD IDIOMAS,CENTRO DE CULTURA INGLESA OXFORD SRL,service,Idiomas y Traducciones,"TURISMO IDIOMÁTICO, ORIENTADO A PROMOVER CÓRDOBA COMO DESTINO PARA LOS ESTUDIANTES EXTRANJEROS PARA APRENDER EL IDIOMA ESPAÑOL; ENSEÑANZA DEL IDIOMA INGLÉS A NIÑOS, JÓVENES Y ADULTOS; ENSEÑANZA DEL IDIOMA INGLÉS A EMPRESAS; ENSEÑANZA DE ITALIANO, FRANCÉS, ALEMÁN, PORTUGUÉS Y ESPAÑOL PARA EXTRANJEROS",EBOPS,SJ.221,Translation and interpretation,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Translation and interpretation),https://www.exportadoresdecordoba.com/single.php?search=2226
4553,PABLO CORDERO,CORDERO JORGE PABLO,service,"Servicios Recreativos, Culturales y Deportivos","MÚSICO, COMPOSITOR MUSICAL, PRODUCCIÓN MUSICAL",EBOPS,SK,"Personal, cultural, recreational",n/a (services),,,service,medium,"rubro-based mapping to EBOPS 2010 (Personal, cultural, recreational)",https://www.exportadoresdecordoba.com/single.php?search=4553
2272,PACKING SA,PACKING S A,goods,Papel / Cartón / Editoriales; Plásticos y Derivados,CINTA ADHESIVA; FILM STRETCH; CAJÓN Y BALDE DE PLÁSTICO; BOLSA DE POLIETILENO; CAJA DE CARTÓN,HS4,3923,,yes,303,Materias plásticas y sus manufacturas,broad-chapter,high,keyword 'embalaje' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=2272
2272,PACKING SA,PACKING S A,goods,Papel / Cartón / Editoriales; Plásticos y Derivados,CINTA ADHESIVA; FILM STRETCH; CAJÓN Y BALDE DE PLÁSTICO; BOLSA DE POLIETILENO; CAJA DE CARTÓN,HS4,3901,,yes,303,Materias plásticas y sus manufacturas,broad-chapter,high,keyword 'POLIETILENO' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=2272
2272,PACKING SA,PACKING S A,goods,Papel / Cartón / Editoriales; Plásticos y Derivados,CINTA ADHESIVA; FILM STRETCH; CAJÓN Y BALDE DE PLÁSTICO; BOLSA DE POLIETILENO; CAJA DE CARTÓN,HS4,4819,,yes,306A,"Papel, cartón y sus manufacturas",broad-chapter,high,keyword 'cajas de cartón' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=2272
2272,PACKING SA,PACKING S A,goods,Papel / Cartón / Editoriales; Plásticos y Derivados,CINTA ADHESIVA; FILM STRETCH; CAJÓN Y BALDE DE PLÁSTICO; BOLSA DE POLIETILENO; CAJA DE CARTÓN,HS4,4823,,yes,306A,"Papel, cartón y sus manufacturas",broad-chapter,high,keyword 'cartón' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=2272
4268,PAKO PEKO,URQUIZA JULIA,goods,Indumentaria Casual; Indumentaria de Trabajo,"ABRIGOS, CHAQUETONES, CAPAS, ANORAKS, CAZADORAS Y ARTÍCULOS SIMILARES, DE PUNTO, PARA HOMBRE O NIÑO, DE ALGODÓN; TRAJES (AMBOS O TERNOS), CONJUNTOS, CHAQUETAS (SACOS), PANTALONES LARGOS, PANTALONES CON PETO, PANTALONES CORTOS (CALZONES) Y SHORTS (EXCEPTO DE BAÑO), DE PUNTO, PARA HOMBRE O NIÑOS, DE ALGODÓN; T-SHIRTS Y CAMISETAS INTERIORES, DE PUNTO, DE ALGODÓN; PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO, PARA BEBÉS, DE ALGODÓN; ABRIGOS, CHAQUETONES, CAPAS, ANORAKS, CAZADORAS Y ARTÍCULOS SIMILARES, DE PUNTO, PARA HOMBRE O NIÑO, DE FIBRAS SINTÉTICAS O ARTIFICIALES; TRAJES (AMBOS O TERNOS), CONJUNTOS, CHAQUETAS (SACOS), PANTALONES LARGOS, PANTALONES CON PETO, PANTALONES CORTOS (CALZONES) Y SHORTS (EXCEPTO DE BAÑO), DE PUNTO, PARA HOMBRE O NIÑOS, DE LANA O PELO FINO; PRENDAS Y COMPLEMENTOS (ACCESORIOS), DE VESTIR, PARA BEBÉS, DE ALGODÓN; COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE FIBRAS SINTÉTICAS",HS4,5101,,no (confidential),29899,Manufacturas de origen agropecuario (confidencial),confidential,high,keyword 'LANA' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=4268
5622,PAMPABRIDGE8,PAMPABRIDGE8 S.A.S.,service,"I+D, Consultores",BROKER COMERCIAL DEDICADO AL DESARROLLO DE NEGOCIOS INTERNACIONALES,EBOPS,SJ.241,R&D services and consulting,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (R&D services and consulting),https://www.exportadoresdecordoba.com/single.php?search=5622
2777,PANADERÍA DEL PILAR,COSAS RICAS SA,goods,Dulces y Confituras; Panificados y pastas; Preparados Alimenticios,PAN TIPO BRIOCHE PRE FERMENTADO CONGELADO; PANES SABORIZADOS CONGELADOS; BIZCOCHOS CONGELADOS; MEDIAS LUNAS DULCES PRE FERMENTADAS; MEDIAS LUNAS SALADAS PRE FERMENTADAS CONGELADAS; PAN CRIOLLO PRE FERMENTADO CONGELADO; PAN CRIOLLO DE HOJALDRE CONGELADO; FACTURAS DIFERENTES DECORACIONES PRE FERMENTADA CONGELADAS; PALMERITAS CONGELADAS; ALFAJORES CORDOBESES RELLENOS CON MERMELADA,HS4,1901,,no (confidential),29899,Manufacturas de origen agropecuario (confidencial),confidential,high,keyword 'DULCE DE LECHE' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=2777
2777,PANADERÍA DEL PILAR,COSAS RICAS SA,goods,Dulces y Confituras; Panificados y pastas; Preparados Alimenticios,PAN TIPO BRIOCHE PRE FERMENTADO CONGELADO; PANES SABORIZADOS CONGELADOS; BIZCOCHOS CONGELADOS; MEDIAS LUNAS DULCES PRE FERMENTADAS; MEDIAS LUNAS SALADAS PRE FERMENTADAS CONGELADAS; PAN CRIOLLO PRE FERMENTADO CONGELADO; PAN CRIOLLO DE HOJALDRE CONGELADO; FACTURAS DIFERENTES DECORACIONES PRE FERMENTADA CONGELADAS; PALMERITAS CONGELADAS; ALFAJORES CORDOBESES RELLENOS CON MERMELADA,HS4,0810,,no (confidential),19899,Productos primarios (confidencial),confidential,high,keyword 'MANZANA' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=2777
